stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type
4f2c82fd-dbdc-4b61-b8b3-1afae10b5da0,BUS757SE,"S Navarre Dr & Shenandoah Dr (SE Corner) -BUS757SE",,40.4264685765784,-86.8470832316329,0
4273542a-66a3-444d-a5ca-aa4c41124ce5,BUS245NW,"Market Square (WEST) on Greenbush St - BUS245NW","Market Square (WEST) on Greenbush St BUS245NW",40.432148154506,-86.8716978652297,0
69a0ec76-5e26-4ed2-ae6e-bd4d16aedcbd,BUS765NE,"Julia Ln & Sickle Ct (NE Corner) - BUS765NE",,40.4047373178445,-86.8353056511465,0
e0ade810-902f-4d7d-9d9c-983f7c138967,BUS200N,"(West of) Harper Dr & Julia Ln - BUS200N","(West of) Harper Dr & Julia Ln BUS200N",40.4064432028796,-86.8344983061849,0
9f41b9f0-f0be-4ab3-961a-d9ad9d921373,BUS960,"TRW on 9th St - BUS960",,40.4314132291921,-86.8871822587956,0
0d63eacd-74dd-45dc-9d4a-55742b788b61,BUS676,"Sears at Tippecanoe Mall - BUS676",,40.391782,-86.848476,0
02bf177b-3244-4eff-8b8e-56f3428b3818,BUS762,"The Pavilions & Creasy Ln - BUS762",,40.41607903934,-86.8388555549893,0
d7b6b641-bc1f-4657-b259-572162f3c7a9,BUS783NW,"9th St & Cincinnati St (NW Corner) - BUS783NW",,40.4228060199503,-86.8869609765387,0
a5454c6a-1971-4009-a5ef-b66480ddce60,BUS492,"4th St & Brown St (NE Corner) - BUS492","4th St & Brown St (NE Corner) BUS492",40.4218712700529,-86.8929114575929,0
e3bfca73-ad76-4522-a2f6-d1ba5c565fa4,BUS292NW,"Hartford St & 9th St (NW Corner) - BUS292NW","Hartford St & 9th St (NW Corner) BUS292NW",40.4277144627401,-86.8870468072323,0
e44b327b-5d5a-4910-9db4-9c77a7dd3e7b,BUS215,"Depot/Riehle Plaza/Downtown Transfer Center-BUS215","Depot/Riehle Plaza/Downtown Transfer Center BUS215",40.4196825873663,-86.8959383306467,0
844e8c95-3725-4600-b465-5be000bfe97f,BUS775NE,"Stinger St & Harper Dr (NE Corner) - BUS775NE",,40.4063868764869,-86.8379208050919,0
b7a12e5d-b9c5-4b32-b029-0c5a4fe1cbf8,BUS750,"16th St & Greenbush St (NE Corner) - BUS750",,40.4320998747408,-86.8797431516494,0
8fbcf045-55f5-4636-82bf-7b3961b892bc,BUS410NE,"6th St & Brown St (NE Corner) - BUS410NE","6th St & Brown St (NE Corner) BUS410NE",40.4218793166804,-86.8906181687485,0
e13dd026-1151-406c-9086-8d8ad0347d13,BUS296,"10th St & Greenbush St (NE Corner) - BUS296","10th St & Greenbush St (NE Corner) BUS296",40.4321159679959,-86.8858813873459,0
05542867-d7fd-4c0d-8ee1-eb8327a8085d,BUS143,"CityBus Offices - BUS143","CityBus Offices BUS143",40.429116,-86.891767,0
ae9a390b-5f2d-473b-ac2d-874815ddb927,BUS380NW,"Salem St & 9th St (NW Corner) - BUS380NW","Salem St & 9th St (NW Corner) BUS380NW",40.4257457212058,-86.8869985274672,0
68cf1cec-1ca5-4744-b25d-f7b308e9b104,BUS508NE,"14th St & Greenbush St (NE Corner) - BUS508NE","14th St & Greenbush St (NE Corner) BUS508NE",40.4320971925316,-86.88229259147,0
2866dcfe-de29-4e1b-adea-482590056550,BUS422W,"(Northwest of) 9th St & Canal Rd - BUS422W","(Northwest of) 9th St & Canal Rd BUS422W",40.4340712984843,-86.88745,0
650006dc-8188-4be1-b6a0-4f15c461a4e5,BUS778,"(North of) Amherst Dr & Shenandoah Dr - BUS778",,40.4316224415077,-86.8448234704032,0
0a52ed05-4156-489a-b96f-87b770c5b38b,BUS220NW,"9th St & Brown St (NW Corner) - BUS220NW","9th St & Brown St (NW Corner) BUS220NW",40.4218980921446,-86.8869542710158,0
85cc1629-21f3-45c9-b7f6-51fa45b3317b,BUS225NE,"Shenandoah Dr & Rome Dr (NE Corner) - BUS225NE","Shenandoah Dr & Rome Dr (NE Corner) BUS225NE",40.4206562292967,-86.8457850423923,0
c6dcfb02-cb0a-4cbb-8c99-4f23a63e0ffa,BUS779SE,"Kimberly Dr & Shenandoah Dr (SE Corner) - BUS779SE",,40.4306300241131,-86.8448355403444,0
e67a7bc9-336d-43fe-a979-f3794bb97bc9,BUS367NW,"Union St & 9th St (NW Corner) - BUS367NW","Union St & 9th St (NW Corner) BUS367NW",40.4247439160791,-86.8869757286892,0
cbe69910-f8b1-4310-a3e2-3f7ce5abb16f,BUS748,"7th St & Brown St (NE Corner) - BUS748",,40.4218954099354,-86.8892971807299,0
f38b7a9a-41b7-4f7f-9df9-5d2b0565ccc6,BUS773,"Burberry Place on Creasy Ln (SE Corner) - BUS773",,40.4008253157631,-86.8383861683837,0
49b27ec1-6076-48bb-9c80-c50777af0cb7,BUS769SE,"Amelia Ave & Creasy Ln (SE Corner) - BUS769SE",,40.3981672464709,-86.8383647107103,0
1b9f7c26-0cbe-417f-9040-a9190d31021d,BUS774S,"Emerald Pines & McCarty Ln - BUS774S",,40.402934873279,-86.8367071054403,0
b27eecee-c036-41b1-8081-acf3672b711a,BUS772,"Village Pantry on Creasy Ln - BUS772",,40.3895573550199,-86.8383875094883,0
196591db-00a5-45a4-92e6-d95d125f79ae,BUS422E,"(Southwest of) 9th St & Canal Rd - BUS422E","(Southwest of) 9th St & Canal Rd BUS422E",40.4340712984843,-86.8874504797131,0
0851929a-5ef6-41dd-af79-a1bd42cfcfad,BUS763E,"Fortune Dr & Creasy Ln (SE Corner) - BUS763E",,40.4112926370676,-86.8386959635434,0
5e29dded-033f-4cc6-b02e-948672daac8a,BUS770SE,"Creasy Ct & Creasy Ln (SE Corner) - BUS770SE",,40.3962186215054,-86.8383124076314,0
7cf9fd1d-e6f6-40a6-b6c7-64e2f5f79803,BUS777,"Culvers on Rome Dr (North Side) - BUS777",,40.4209204269004,-86.8391707145673,0
a348adb3-3d24-4124-837a-1d5a43984ecc,BUS672,"Wendy's at Tippecanoe Mall - BUS672",,40.393497,-86.848908,0
bbfaca8e-3d38-42c5-be72-bd9521431213,BUS278NE,"(East of) Elmwood Ave & Greenbush St - BUS278NE","(East of) Elmwood Ave & Greenbush St BUS278NE",40.4321441311922,-86.8657675007443,0
9c49b5b7-c38c-4306-9a2e-12fccb891e41,BUS539,"Stinger St & Creasy Ln (SE Corner) - BUS539","Stinger St & Creasy Ln (SE Corner) BUS539",40.4090328758379,-86.8386838936021,0
19713201-dfe3-4d41-aa70-df30761dd98d,BUS373,"Tippecanoe Mall Entrance E - BUS373","Tippecanoe Mall Entrance E BUS373",40.391557,-86.849444,0
3ed49e99-a222-41de-aa86-cd55f37ab306,BUS919E,"St Francis Way & Creasy Ln (NE) - BUS919E","St Elizabeth Hospital on Creasy (NE) - BUS919E",40.3924568231378,-86.8382721744938,0
4467afc6-f729-471d-8fd6-ca63a071efae,BUS437E,"PayLess Supermarket on SR 25/38 - BUS437E","PayLess Supermarket on SR 25/38 BUS437E",40.3914362425468,-86.8439986910819,0
8e5afc99-5853-47bb-b83b-485fa136b8a1,BUS461,"Sam's Club on Creasy Ln - BUS461","Sam's Club on Creasy Ln BUS461",40.4146614917911,-86.8388340973159,0
097cf481-5530-4e58-a7e2-c8ec4842e64e,BUS526NE,"Chauncey Court & Greenbush St (NE Corner)-BUS526NE","Chauncey Court & Greenbush St (NE Corner) BUS526NE",40.4322447140363,-86.8474842219045,0
4da8ce7d-bd71-4fc0-8aef-341f5d409cfa,BUS248,"4th St & Columbia St (NE Corner) - BUS248","4th St & Columbia St (NE Corner) BUS248",40.418259675399,-86.8930415447379,0
cbbdb934-cbd5-4abe-b731-860a49886c13,BUS664NE,"(Northeast of) 28th St & Main St - BUS664NE",,40.4064941648539,-86.8655958393571,0
b726723d-d527-40d9-9f5d-e1586428b1ce,BUS506,"(Southeast of) McCarty Ln & Main St - BUS506","(Southeast of) McCarty Ln & Main St BUS506",40.4027109088129,-86.8602609253085,0
132340a9-faa3-431c-a403-108e0999314f,BUS531NE,"(Northeast of) Earl Ave & Main St - BUS531NE","(Northeast of) Earl Ave & Main St BUS531NE",40.4051584246849,-86.8636633076467,0
949f2965-e0e6-4986-9afc-cf30d5653e96,BUS408,"(Northeast of) 21st St & Main St - BUS408","(Northeast of) 21st St & Main St BUS408",40.412350768587,-86.8729289992409,0
dabb2496-f4e6-4120-aa4c-0931819301e5,BUS946,"SR 25/38 @ Golden Lion - BUS946",,40.3996277093665,-86.8558674666803,0
d93a23c6-ab2a-449a-94ae-7e27c2fe44b1,BUS678,"Main @ House of Saigon (NE Corner) - BUS678",,40.4015334189852,-86.8585161482403,0
c3cb87b9-508b-4aba-b693-331a83eb999f,BUS675,"5th St & Columbia St (NE Corner) - BUS675",,40.4182569931899,-86.8918090696221,0
0708feb5-75fb-4885-af7b-bd7c5322de91,BUS243N,"7th St & Columbia St (NE Corner) - BUS243N","7th St & Columbia St (NE Corner) BUS243N",40.4182569931899,-86.8886199229133,0
2d4f5c4f-9440-4cb3-88bc-079f81b79588,BUS444NE,"(North of) Jackson St & Main St - BUS444NE","(North of) Jackson St & Main St BUS444NE",40.4155922183747,-86.8765070662801,0
230368ce-c483-4db7-ad8f-b67648e823df,BUS462,"SR25/38 @ Hollywood Video (Laf Marketplace)-BUS462",,40.3978212414874,-86.8534803005147,0
4ce045ee-22f9-4b74-99fe-fd1558007888,BUS482SE,"Scott St & Main St (Southeast Corner) - BUS482SE","Scott St & Main St (Southeast Corner) BUS482SE",40.4138139136919,-86.874625496544,0
fc33829e-4cbc-4c62-af81-5a2465ce7302,BUS305,"14th St & Columbia St (NE Corner) - BUS305","14th St & Columbia St (NE Corner) BUS305",40.4183481883018,-86.8811741102442,0
b266d736-3e47-4491-b753-bb1a000a3810,BUS191,"Frozen Custard on Main St (at Shelter) - BUS191","Frozen Custard on Main St (at Shelter) BUS191",40.4110431916143,-86.871472559659,0
926b2bc6-c3fe-44cf-8890-bf6934955ae2,BUS663NE,"25th St & Main St (NE Corner) - BUS663NE",,40.4080350940248,-86.8677053968731,0
9eb463fb-03b2-4a31-852e-c923b97102e2,BUS391NE,"Alabama St & Main St (NE Corner) - BUS391NE","Alabama St & Main St (NE Corner) BUS391NE",40.4165229449584,-86.8776282297151,0
cdad90a1-3885-46ec-ae9f-4168fba8a05e,BUS216E,"(Northeast of) 24th St & Main St - BUS216E","(Northeast of) 24th St & Main St BUS216E",40.409679288249,-86.8699262660698,0
c8154b66-8787-4645-b090-9730a153e3a0,BUS242,"9th St & Columbia St (NE Corner) - BUS242","9th St & Columbia St (NE Corner) BUS242",40.4182636987128,-86.8867329887589,0
cfb09e2d-74c0-434d-9d38-0f64de6a7ea8,BUS158,"South St & Main St (SE Corner) - BUS158","South St & Main St (SE Corner) BUS158",40.4172323892851,-86.8784395979905,0
20d3f517-d25d-4be2-877f-7df6bf50ca47,BUS309,"12th St & Columbia St (NE Corner) - BUS309","12th St & Columbia St (NE Corner) BUS309",40.4183173428963,-86.8838227918042,0
ff41ac2d-fe18-486b-84a7-332483dfd76f,BUS677,"(North of) Kingsway Dr & SR 25/38 - BUS677",,40.3944389757179,-86.8486925571378,0
8f4b4b92-325a-444e-9732-6a7dafd93dda,BUS674,"6th St & Columbia St (NE Corner) - BUS674",,40.4182543109807,-86.8905859822384,0
56899aa0-b907-4a93-a223-9c716235a4f7,BUS624W,"(West of) Carlisle Rd & Sycamore Ln - BUS624W","(West of) Carlisle Rd & Sycamore Ln BUS624W",40.4504582554375,-86.9194881272011,0
0bd49395-ecc8-4710-b80c-258deb410340,BUS632NW,"Garden St & Northwestern Ave (NW Corner) -BUS632NW","Garden St & Northwestern Ave (NW Corner) BUS632NW",40.4427482451646,-86.9194881272011,0
1a5871ff-cf8f-4bff-9462-f07c48ea0e0c,BUS944S,"West View Apts on Kalberer Rd (South) - BUS944S",,40.4677491168826,-86.9340257009283,0
ec0c453a-cb76-4e30-b32d-6b4f22ca1d59,BUS118NW,"McClure Ave & Yeager Rd (NW Corner) - BUS118NW","McClure Ave & Yeager Rd (NW Corner) BUS118NW",40.4650400856161,-86.9246285810845,0
76ab20fa-b76a-4983-91fa-fe3766655418,BUS110NE,"Mason Dixon Dr & Shining Armor(NE Corner)-BUS110NE","Mason Dixon Dr & Shining Armor(NE Corner) BUS110NE",40.4793966102241,-86.9345675071816,0
22931d3d-824c-4b28-a265-b980ad339d4a,BUS945SW,"Kent Ave & Kalberer Rd (SW Corner) - BUS945SW",,40.467770574556,-86.9318437237646,0
cb47ffea-a33a-4499-b344-70c7a5e78008,BUS626NW,"Montgomery St & Yeager Rd (NW Corner) - BUS626NW","Montgomery St & Yeager Rd (NW Corner) BUS626NW",40.458653745571,-86.9245735957964,0
3a6b0ec8-a69d-4bce-82a0-359f12d1d793,BUS129,"Peppermill Apts on Yeager Rd (NW Corner) - BUS129","Peppermill Apts on Yeager Rd (NW Corner) BUS129",40.4619716383202,-86.9245722546919,0
a873bfeb-99be-418f-95ac-d0dfaf98f47c,BUS115S,"(East of) Morehouse Rd & Kalberer Rd - BUS115S","(East of) Morehouse Rd & Kalberer Rd BUS115S",40.4677464346734,-86.9387410246575,0
ddf56097-3192-4fdc-807c-a9aa9e0974ba,BUS623NW,"Windsor Dr & Carlisle Rd (NW Corner) - BUS623NW","Windsor Dr & Carlisle Rd (NW Corner) BUS623NW",40.4479839174738,-86.9195645701626,0
461243c5-3e14-4b7b-80f3-35d61530e151,BUS113NW,"Ellison Dr & Morehouse Rd - BUS113NW","Ellison Dr & Morehouse Rd BUS113NW",40.4707961065052,-86.9389462136594,0
57f34207-2f38-4872-9144-1a33ebc69a19,BUS375SW,"(Southwest of) Northwestern & Lindberg - BUS375SW","(Southwest of) Northwestern & Lindberg Rd BUS375SW",40.4458126691468,-86.921597684717,0
9c2b693d-9084-461b-a375-419411cf5091,BUS102NW,"Carlisle Rd & Lindberg Rd (NW Corner) - BUS102NW","Carlisle Rd & Lindberg Rd (NW Corner) BUS102NW",40.4459427562918,-86.9192735504671,0
bce63ccd-be5a-407b-a3ad-def8ed5357c8,BUS284NW,"Meridian St & Northwestern (NW Corner) - BUS284NW","Meridian St & Northwestern (NW Corner) BUS284NW",40.4340324064513,-86.9152381667637,0
0248e454-a2b1-4761-8aeb-fb0adb19f1c5,BUS375NE,"(East of) Northwestern & Lindberg - BUS375NE","(East of) Northwestern & Lindberg BUS375NE",40.4460084704166,-86.9210652661959,0
2ac01863-412a-4132-9474-79edfa04d676,BUS111,"Lambert Fieldhouse on Stadium Ave - BUS111","Lambert Fieldhouse on Stadium Ave BUS111",40.431381042682,-86.9152556011233,0
dc1b62cf-5b28-41c4-930f-1bc75ba3d662,BUS104S,"(East of) Anthrop Dr & Yeager (@Shelter) - BUS104S","(East of) Anthrop Dr & Yeager (at Shelter) BUS104S",40.4519495637387,-86.924191380989,0
fe5f4c73-4c31-4e09-ac89-9a926c87ee34,BUS117SW,"Yeager Rd & Kalberer Rd (SW Corner) - BUS117SW","Yeager Rd & Kalberer Rd (SW Corner) BUS117SW",40.4678631107726,-86.92465942649,0
a2d68052-1aff-4868-b97a-1cc573889c1f,BUS101SW,"Mayfair Village Apts on Sycamore Ln - BUS101SW","Mayfair Village Apts on Sycamore Ln BUS101SW",40.4520648987332,-86.9217492295354,0
a76404b4-32bc-4892-8459-a4abd754eb9f,BUS218NW,"Yeager Rd & Cumberland Ave (NW Corner) - BUS218NW","Yeager Rd & Cumberland Ave (NW Corner) BUS218NW",40.4607659852961,-86.9246098056203,0
748a9d8d-290d-468e-8fa0-f4b8cb36d181,BUS157,"Shining Armor Ln & Roundtable Dr(SW Corner)-BUS157","Shining Armor Ln & Roundtable Dr(SW Corner) BUS157",40.4808450031784,-86.9311771947847,0
f13c486b-17f1-46e7-99d8-1009244c397b,BUS631W,"Abnaki Dr & Morehouse Rd - BUS631W","Abnaki Dr & Morehouse Rd BUS631W",40.4744787797021,-86.9389851056925,0
19fb4fda-6e45-4b65-8d3a-e019b5fd68f5,BUS114W,"Country Squire Apts on Morehouse - BUS114W","Country Squire Apts on Morehouse BUS114W",40.4691881221049,-86.9387973510502,0
8ae4005d-fdda-4745-b558-2ca64ad92aea,BUS112NE,"Morehouse Rd & Mason Dixon Dr (NE Corner)-BUS112NE","Morehouse Rd & Mason Dixon Dr (NE Corner) BUS112NE",40.4777966724513,-86.9388389252924,0
3ab1cc97-1939-4b83-aef3-649b6f6dec72,BUS431,"(South of) Cherry Ln & Northwestern Ave - BUS431","(South of) Cherry Ln & Northwestern Ave BUS431",40.4387973510502,-86.9173141966649,0
7adbdbe5-f040-4575-8304-066b079d2a64,BUS476,"Carrolton Blvd & Northwestern (NW Corner) - BUS476","Carrolton Blvd & Northwestern (NW Corner) BUS476",40.4418590928232,-86.9190214228047,0
d007efdc-6259-428d-b99d-d50c564d8754,BUS100W,"Beau Jardin Apts on Yeager (@ Shelter) - BUS100W ","Beau Jardin Apts on Yeager Rd (Shelter) BUS100W",40.4545620354749,-86.9245722546919,0
6f4b7dc6-bf3b-43f5-9f64-78a28ce0fd7f,BUS630,"Military Ct & Mason Dixon Dr (NE Corner) - BUS630","Military Ct & Mason Dixon Dr (NE Corner) BUS630",40.4778194712293,-86.936568435226,0
9d770651-75d6-4426-9da6-0a93126fb336,BUS560NW,"Stone Hall on Oval Dr - BUS560NW","Stone Hall on Oval Dr BUS560NW",40.4242463662771,-86.9149605581141,0
8a3d3d18-c414-4d93-9a86-d0481e5d1db8,BUS362E,"RSC on Jischke Dr - BUS362E","RSC on Jischke Dr BUS362E",40.4290421562816,-86.9215708626253,0
e8c3302a-4e44-4489-92eb-f712c2d5c35e,BUS366,"Jischke Dr & 3rd St (SW Corner) - BUS366","Jischke Dr & 3rd St (SW Corner) BUS366",40.4272692160171,-86.9222226394548,0
6ce9b190-8ecc-4ea1-915d-e8e528e1bf6c,BUS568,"First Street Towers on 1st St - BUS568","First Street Towers on 1st St BUS568",40.4253165677378,-86.9238172128092,0
ea74033b-6cb8-44bb-a7c4-99951fe5cada,BUS282NE,"MacArthur Dr & 1st St (NE Shelter) - BUS282NE","MacArthur Dr & 1st St (NE Shelter) BUS282NE",40.4254466548828,-86.9257054880682,0
e0abb39f-0bb1-4153-9045-93591a8bf6ce,BUS201E,"Jischke Dr & Stadium Ave (SE Corner) - BUS201E","Jischke Dr & Stadium Ave (SE Corner) BUS201E",40.4313729960545,-86.9214917374546,0
900a487c-af15-47fd-ba99-542601f8a082,BUS520NE,"Jischke Dr & State St  (NE Corner) - BUS520NE","Jischke Dr & State St  (NE Corner) BUS520NE",40.4243013515652,-86.9216861976198,0
d39c9043-fd0c-4a4c-b56d-bfd8d94031f6,BUS567,"Ford Hall on Stadium Ave - BUS567","Ford Hall on Stadium Ave BUS567",40.4313300807077,-86.9197469603864,0
03dc9167-d709-4b45-a42e-484302e573af,BUS547,"Russell St & State St (NE Corner) - BUS547","Russell St & State St (NE Corner) BUS547",40.4242329552312,-86.9190710436744,0
540b6e33-7320-4744-92ca-16da95cb47c6,BUS190,"Armstrong Hall on Stadium Ave - BUS190","Armstrong Hall on Stadium Ave BUS190",40.4312858242563,-86.9155801484334,0
f8c0ffa2-21c3-4f1b-a583-e9a77f828064,BUS557,"Physics - BUS557","Physics BUS557",40.4304100829607,-86.913209075523,0
867d4332-bccb-448e-9192-3d8855d63149,BUS559,"Fire Station on Northwestern Ave - BUS559","Fire Station on Northwestern Ave BUS559",40.4261681691508,-86.9085272794084,0
4bc82544-49e7-46cf-bbeb-db6ec9bce304,BUS435,"Class of 1950 - BUS435","Class of 1950 BUS435",40.4259066537563,-86.9147084304517,0
c6123742-319c-4551-a09b-4a5a0642bb11,BUS538,"Electrical Engineering - BUS538","Electrical Engineering BUS538",40.4287323611219,-86.9114093131667,0
3a64896e-a016-485b-a7fe-41becf32d7ab,BUS313NE,"Marsteller St & State St (NE Corner) - BUS313NE","Marsteller St & State St (NE Corner) BUS313NE",40.4241605355835,-86.9137133308478,0
619136b6-d9de-4585-96d8-fb1f69d62703,BUS271,"PMU on State St - BUS271","PMU on State St BUS271",40.424095,-86.911233,0
7d41eb12-abf0-4887-9eaf-96efd531c736,BUS273,"Waldron St & Stadium Ave - BUS273","Waldron St & Stadium Ave BUS273",40.4313287396031,-86.9180169354687,0
5906b422-c66a-4f57-84ea-3fcce1e02d39,BUS448,"Stewart Center - BUS448","Stewart Center BUS448",40.425044,-86.913678,0
95479459-906f-4661-acb3-1169cf7b0850,BUS862,"Ball St & 15th St (NW Corner) - BUS862",,40.4332974811374,-86.8814745176717,0
c7e7bec5-6cee-4d59-b4c3-fe0ac6f60557,BUS859,"Star Lanes on Schuyler Ave - BUS859",,40.4397723340852,-86.8794507908494,0
5b928ea6-f6e5-43ef-be22-8d69db2698a1,BUS861,"Hart St & 15th St (NW Corner) - BUS861",,40.4362532756479,-86.8815134097048,0
07e62d75-2a45-4075-943d-c30e1df9453e,BUS786,"St Anthony Health Care - BUS786",,40.4291132348247,-86.8823301423985,0
129b048c-dd20-41f7-bb2c-83551414e68e,BUS860,"Barbee St & Schuyler Ave (at Shelter) - BUS860",,40.4386431240227,-86.8812653053561,0
4d994571-e045-4370-85a1-9c75e73b4995,BUS227,"20th St & Schuyler Ave (NE Corner) - BUS227","20th St & Schuyler Ave (NE Corner) BUS227",40.4418443406728,-86.8744699284118,0
6906da65-37c4-45c1-a421-bac7f97b845f,BUS546N,"Hartford St &14th St (NW Corner) - BUS546N","Hartford St &14th St (NW Corner) BUS546N",40.4278069989566,-86.8823274601893,0
386d519b-47cd-48ff-aa3f-61cb3ce37486,BUS508SW,"(South of) Greenbush St & 14th St - BUS508SW","(South of) Greenbush St & 14th St BUS508SW",40.4319939274784,-86.8823556233856,0
ee0806d3-0eea-4c08-97ad-f06da75d78de,BUS348,"Greenbush St & 15th St (NW Corner) - BUS348","Greenbush St & 15th St (NW Corner) BUS348",40.4321749765977,-86.8814450133708,0
f4fed239-0d5e-42f9-a924-9bb0dd6e14cc,BUS863,"21st St & Schuyler Ave (NE Corner) - BUS863",,40.4424880708747,-86.8726648016372,0
8843775e-cf8a-4fce-ae91-8b3a1b65b24b,BUS842,"Village Pantry on Salem St - BUS842",,40.4257966831801,-86.8824427951838,0
82ec107a-579c-4003-a386-62e8ad87c650,BUS843,"11th St & Salem St (NE Corner) - BUS843",,40.4257349923691,-86.8845188250851,0
f5855e84-2c53-414a-90d6-477f19ecaa90,BUS246,"(South of) Schuyler Ave & 24th St - BUS246","(South of) Schuyler Ave & 24th St BUS246",40.4420857394985,-86.869629881956,0
3e5b5fea-cf26-4b99-a43b-87d2b5405d41,BUS787,"Howell St & 14th St (NW Corner) - BUS787",,40.4303001123846,-86.8823314835031,0
87252a1d-1be3-4c16-9aed-6d59d29857fa,BUS858,"18th St & Schuyler Ave (NE Corner) - BUS858",,40.4405461514322,-86.8775651977995,0
5f94711d-171a-42f4-a283-8bb1d5c6a9a4,BUS349,"8th St & Main St (NE Corner) - BUS349","8th St & Main St (NE Corner) BUS349",40.4191662621001,-86.8877187006306,0
5d056aee-2a78-4eef-9892-4f60873f4b14,BUS229SE,"Tapawingo Dr & Brown St (SE Corner) - BUS229SE","Tapawingo Dr & Brown St (SE Corner) BUS229SE",40.4218176258694,-86.8992186724674,0
1455d2d3-24cd-418e-9ffe-eec1b76dee78,BUS433,"Northwestern Ave & State St (NE Corner) - BUS433","Northwestern Ave & State St (NE Corner) BUS433",40.4237769796715,-86.9077869896762,0
0f9eb782-d424-4c86-b406-831edad863d7,BUS364,"5th St & Main St (NE Corner) - BUS364","5th St & Main St (NE Corner) BUS364",40.4192078363423,-86.8916830057909,0
7a8cbe42-3f21-407f-8131-40b397c7c302,BUS397SE,"11th St & Main St (at Trolley Station) - BUS397SE","11th St & Main St (at Trolley Station) BUS397SE",40.4187934350248,-86.8848769000099,0
a8487ffb-c977-40a4-9cb2-d991b3d78bc0,BUS581,"Littleton St & State St (SE Corner) - BUS581","Littleton St & State St (SE Corner) BUS581",40.4225377990328,-86.9052321854372,0
324e2f7e-4806-4391-90f5-86a0871de531,BUS339,"(East of) 9th St & Main St - BUS339","(East of) 9th St & Main St BUS339",40.4191541921588,-86.8865264586524,0
4def473d-fde1-419e-ae73-c273441b2f87,BUS396,"2nd St & Main St (Lafayette Savings Bank) - BUS396","2nd St & Main St (Lafayette Savings Bank) BUS396",40.4189852129808,-86.8955547747347,0
10f06372-2820-4ed0-9b16-7b54638a9930,BUS400E,"Hilton Inn on Tapawingo Dr (NE Corner) - BUS400E","Hilton Inn on Tapawingo Dr (NE Corner) BUS400E",40.4202673089663,-86.8996692836087,0
0ed03e00-d839-4806-84a6-23d6a77163f1,BUS350,"6th St & Main St (NE Corner) - BUS350","6th St & Main St (NE Corner) BUS350",40.4191944252964,-86.8904880816035,0
e86ec273-7d1f-401f-9635-ff2efa9edb27,BUS425N,"Wabash Landing on Brown St - BUS425N","Wabash Landing on Brown St BUS425N",40.4220536602768,-86.900877618842,0
8768edad-ad44-40b4-843c-e6a1d005ab6a,BUS371,"4th St & Main St (NE Corner) - BUS371","4th St & Main St (NE Corner) BUS371",40.419195766401,-86.8929570551489,0
